Freq.	V(n003)
3.09029543251356e+002	(-1.56027841357667e+000dB,-3.84572787176189e+001°)
3.16227766016834e+002	(-1.62219964732323e+000dB,-3.91901973775898e+001°)
3.23593656929625e+002	(-1.68616195011125e+000dB,-3.99315019319103e+001°)
3.31131121482587e+002	(-1.75220392243490e+000dB,-4.06810266513768e+001°)
3.38844156139199e+002	(-1.82036311175730e+000dB,-4.14385954438193e+001°)
3.46736850452528e+002	(-1.89067590708440e+000dB,-4.22040221676427e+001°)
3.54813389233572e+002	(-1.96317743559246e+000dB,-4.29771110011469e+001°)
3.63078054770097e+002	(-2.03790146207934e+000dB,-4.37576568674232e+001°)
3.71535229097168e+002	(-2.11488029202067e+000dB,-4.45454459141166e+001°)
3.80189396320557e+002	(-2.19414467901469e+000dB,-4.53402560468124e+001°)
3.89045144994276e+002	(-2.27572373739255e+000dB,-4.61418575142707e+001°)
3.98107170553493e+002	(-2.35964486075527e+000dB,-4.69500135431867e+001°)
4.07380277804108e+002	(-2.44593364717238e+000dB,-4.77644810196206e+001°)
4.16869383470331e+002	(-2.53461383174211e+000dB,-4.85850112137165e+001°)
4.26579518801588e+002	(-2.62570722716806e+000dB,-4.94113505438262e+001°)
4.36515832240161e+002	(-2.71923367295332e+000dB,-5.02432413756856e+001°)
4.46683592150958e+002	(-2.81521099374995e+000dB,-5.10804228518531e+001°)
4.57088189614870e+002	(-2.91365496733189e+000dB,-5.19226317462348e+001°)
4.67735141287193e+002	(-3.01457930258100e+000dB,-5.27696033381849e+001°)
4.78630092322633e+002	(-3.11799562779295e+000dB,-5.36210723003913e+001°)
4.89778819368440e+002	(-3.22391348952121e+000dB,-5.44767735945462e+001°)
5.01187233627266e+002	(-3.33234036208537e+000dB,-5.53364433686531e+001°)
5.12861383991359e+002	(-3.44328166777638e+000dB,-5.61998198497487e+001°)
5.24807460249766e+002	(-3.55674080769611e+000dB,-5.70666442258118e+001°)
5.37031796370246e+002	(-3.67271920307509e+000dB,-5.79366615107012e+001°)
5.49540873857618e+002	(-3.79121634681979e+000dB,-5.88096213861007e+001°)
5.62341325190342e+002	(-3.91222986495246e+000dB,-5.96852790146544e+001°)
5.75439937337150e+002	(-4.03575558752265e+000dB,-6.05633958187423e+001°)
5.88843655355582e+002	(-4.16178762849111e+000dB,-6.14437402196744e+001°)
6.02559586074351e+002	(-4.29031847401594e+000dB,-6.23260883324566e+001°)
6.16595001861475e+002	(-4.42133907850659e+000dB,-6.32102246117064e+001°)
6.30957344480186e+002	(-4.55483896775665e+000dB,-6.40959424447575e+001°)
6.45654229034648e+002	(-4.69080634841946e+000dB,-6.49830446884783e+001°)
6.60693448007588e+002	(-4.82922822305342e+000dB,-6.58713441468480e+001°)
6.76082975391973e+002	(-4.97009050993593e+000dB,-6.67606639868503e+001°)
6.91830970918928e+002	(-5.11337816682586e+000dB,-6.76508380907813e+001°)
7.07945784384129e+002	(-5.25907531784497e+000dB,-6.85417113435903e+001°)
7.24435960074981e+002	(-5.40716538264693e+000dB,-6.94331398543940e+001°)
7.41310241300908e+002	(-5.55763120705017e+000dB,-7.03249911118016e+001°)
7.58577575029174e+002	(-5.71045519432429e+000dB,-7.12171440731697e+001°)
7.76247116628682e+002	(-5.86561943634161e+000dB,-7.21094891883581e+001°)
7.94328234724272e+002	(-6.02310584383157e+000dB,-7.30019283589762e+001°)
8.12830516164089e+002	(-6.18289627500845e+000dB,-7.38943748344985e+001°)
8.31763771102661e+002	(-6.34497266187843e+000dB,-7.47867530469766e+001°)
8.51138038202366e+002	(-6.50931713357199e+000dB,-7.56789983863864e+001°)
8.70963589956070e+002	(-6.67591213608928e+000dB,-7.65710569189255e+001°)
8.91250938133734e+002	(-6.84474054788990e+000dB,-7.74628850508100e+001°)
9.12010839355898e+002	(-7.01578579080286e+000dB,-7.83544491403181e+001°)
9.33254300796979e+002	(-7.18903193577719e+000dB,-7.92457250609957e+001°)
9.54992586021424e+002	(-7.36446380303751e+000dB,-8.01366977190663e+001°)
9.77237220955798e+002	(-7.54206705625253e+000dB,-8.10273605281910e+001°)
9.99999999999987e+002	(-7.72182829036547e+000dB,-8.19177148447989e+001°)
1.02329299228074e+003	(-7.90373511277558e+000dB,-8.28077693672563e+001°)
1.04712854805089e+003	(-8.08777621759744e+000dB,-8.36975395021773e+001°)
1.07151930523759e+003	(-8.27394145276027e+000dB,-8.45870467011871e+001°)
1.09647819614317e+003	(-8.46222187974236e+000dB,-8.54763177714544e+001°)
1.12201845430195e+003	(-8.65260982576643e+000dB,-8.63653841632967e+001°)
1.14815362149687e+003	(-8.84509892831030e+000dB,-8.72542812381481e+001°)
1.17489755493951e+003	(-9.03968417181304e+000dB,-8.81430475201577e+001°)
1.20226443461740e+003	(-9.23636191648163e+000dB,-8.90317239346682e+001°)
1.23026877081237e+003	(-9.43512991912524e+000dB,-8.99203530368017e+001°)
1.25892541179415e+003	(-9.63598734596588e+000dB,-9.08089782333672e+001°)
1.28824955169312e+003	(-9.83893477739437e+000dB,-9.16976430012873e+001°)
1.31825673855639e+003	(-1.00439742046601e+001dB,-9.25863901057389e+001°)
1.34896288259164e+003	(-1.02511090185023e+001dB,-9.34752608212016e+001°)
1.38038426460287e+003	(-1.04603439897514e+001dB,-9.43642941586106e+001°)
1.41253754462274e+003	(-1.06716852419462e+001dB,-9.52535261018246e+001°)
1.44543977074591e+003	(-1.08851402160378e+001dB,-9.61429888566344e+001°)
1.47910838816819e+003	(-1.11007176272698e+001dB,-9.70327101155561e+001°)
1.51356124843619e+003	(-1.13184274143507e+001dB,-9.79227123416750e+001°)
1.54881661891246e+003	(-1.15382806810587e+001dB,-9.88130120748252e+001°)
1.58489319246109e+003	(-1.17602896304486e+001dB,-9.97036192634072e+001°)
1.62181009735891e+003	(-1.19844674918596e+001dB,-1.00594536625158e+002°)
1.65958690743754e+003	(-1.22108284409555e+001dB,-1.01485759040186e+002°)
1.69824365246172e+003	(-1.24393875130642e+001dB,-1.02377272979579e+002°)
1.73780082874935e+003	(-1.26701605101212e+001dB,-1.03269055972856e+002°)
1.77827941003890e+003	(-1.29031639015593e+001dB,-1.04161076117499e+002°)
1.81970085860996e+003	(-1.31384147195302e+001dB,-1.05053291633720e+002°)
1.86208713666284e+003	(-1.33759304488856e+001dB,-1.05945650467533e+002°)
1.90546071796322e+003	(-1.36157289123889e+001dB,-1.06838089945067e+002°)
1.94984459975802e+003	(-1.38578281516740e+001dB,-1.07730536480899e+002°)
1.99526231496885e+003	(-1.41022463045128e+001dB,-1.08622905342994e+002°)
2.04173794466950e+003	(-1.43490014789937e+001dB,-1.09515100476623e+002°)
2.08929613085401e+003	(-1.45981116252602e+001dB,-1.10407014389329e+002°)
2.13796208950220e+003	(-1.48495944054956e+001dB,-1.11298528098747e+002°)
2.18776162394952e+003	(-1.51034670628770e+001dB,-1.12189511144711e+002°)
2.23872113856831e+003	(-1.53597462902555e+001dB,-1.13079821666714e+002°)
2.29086765276774e+003	(-1.56184480993474e+001dB,-1.13969306547365e+002°)
2.34422881531989e+003	(-1.58795876912424e+001dB,-1.14857801622054e+002°)
2.39883291901946e+003	(-1.61431793290512e+001dB,-1.15745131954536e+002°)
2.45470891568500e+003	(-1.64092362135222e+001dB,-1.16631112177685e+002°)
2.51188643150954e+003	(-1.66777703624600e+001dB,-1.17515546898110e+002°)
2.57039578276883e+003	(-1.69487924947646e+001dB,-1.18398231162840e+002°)
2.63026799189534e+003	(-1.72223119199002e+001dB,-1.19278950985726e+002°)
2.69153480392688e+003	(-1.74983364335699e+001dB,-1.20157483930694e+002°)
2.75422870333813e+003	(-1.77768722203409e+001dB,-1.21033599748473e+002°)
2.81838293126441e+003	(-1.80579237639167e+001dB,-1.21907061062917e+002°)
2.88403150312657e+003	(-1.83414937657041e+001dB,-1.22777624102578e+002°)
2.95120922666634e+003	(-1.86275830722536e+001dB,-1.23645039472764e+002°)
3.01995172040197e+003	(-1.89161906120891e+001dB,-1.24509052962908e+002°)
3.09029543251355e+003	(-1.92073133423592e+001dB,-1.25369406383777e+002°)
3.16227766016833e+003	(-1.95009462056656e+001dB,-1.26225838428718e+002°)
3.23593656929624e+003	(-1.97970820973303e+001dB,-1.27078085552983e+002°)
3.31131121482586e+003	(-2.00957118432773e+001dB,-1.27925882864964e+002°)
3.38844156139198e+003	(-2.03968241886062e+001dB,-1.28768965023140e+002°)
3.46736850452527e+003	(-2.07004057968429e+001dB,-1.29607067132491e+002°)
3.54813389233570e+003	(-2.10064412597585e+001dB,-1.30439925634235e+002°)
3.63078054770096e+003	(-2.13149131175529e+001dB,-1.31267279182823e+002°)
3.71535229097167e+003	(-2.16258018891139e+001dB,-1.32088869504392e+002°)
3.80189396320556e+003	(-2.19390861119743e+001dB,-1.32904442231093e+002°)
3.89045144994275e+003	(-2.22547423915143e+001dB,-1.33713747706053e+002°)
3.98107170553491e+003	(-2.25727454588830e+001dB,-1.34516541754118e+002°)
4.07380277804107e+003	(-2.28930682370476e+001dB,-1.35312586413933e+002°)
4.16869383470329e+003	(-2.32156819143254e+001dB,-1.36101650627400e+002°)
4.26579518801586e+003	(-2.35405560247058e+001dB,-1.36883510883024e+002°)
4.36515832240159e+003	(-2.38676585342333e+001dB,-1.37657951810215e+002°)
4.46683592150956e+003	(-2.41969559326932e+001dB,-1.38424766722116e+002°)
4.57088189614868e+003	(-2.45284133298263e+001dB,-1.39183758105084e+002°)
4.67735141287191e+003	(-2.48619945552893e+001dB,-1.39934738053488e+002°)
4.78630092322631e+003	(-2.51976622615778e+001dB,-1.40677528649020e+002°)
4.89778819368439e+003	(-2.55353780291408e+001dB,-1.41411962284234e+002°)
5.01187233627265e+003	(-2.58751024729296e+001dB,-1.42137881930491e+002°)
5.12861383991357e+003	(-2.62167953496530e+001dB,-1.42855141351007e+002°)
5.24807460249765e+003	(-2.65604156650401e+001dB,-1.43563605260057e+002°)
5.37031796370244e+003	(-2.69059217804486e+001dB,-1.44263149429858e+002°)
5.49540873857616e+003	(-2.72532715182018e+001dB,-1.44953660746932e+002°)
5.62341325190340e+003	(-2.76024222650806e+001dB,-1.45635037220120e+002°)
5.75439937337148e+003	(-2.79533310734480e+001dB,-1.46307187942657e+002°)
5.88843655355580e+003	(-2.83059547595339e+001dB,-1.46970033010928e+002°)
6.02559586074348e+003	(-2.86602499984611e+001dB,-1.47623503402738e+002°)
6.16595001861473e+003	(-2.90161734156472e+001dB,-1.48267540818051e+002°)
6.30957344480183e+003	(-2.93736816742684e+001dB,-1.48902097485229e+002°)
6.45654229034645e+003	(-2.97327315585247e+001dB,-1.49527135935901e+002°)
6.60693448007586e+003	(-3.00932800524968e+001dB,-1.50142628751585e+002°)
6.76082975391971e+003	(-3.04552844144314e+001dB,-1.50748558285177e+002°)
6.91830970918926e+003	(-3.08187022463404e+001dB,-1.51344916360401e+002°)
7.07945784384127e+003	(-3.11834915588413e+001dB,-1.51931703952230e+002°)
7.24435960074979e+003	(-3.15496108312069e+001dB,-1.52508930851193e+002°)
7.41310241300906e+003	(-3.19170190666293e+001dB,-1.53076615314393e+002°)
7.58577575029172e+003	(-3.22856758427364e+001dB,-1.53634783705923e+002°)
7.76247116628679e+003	(-3.26555413574324e+001dB,-1.54183470129219e+002°)
7.94328234724269e+003	(-3.30265764701552e+001dB,-1.54722716053756e+002°)
8.12830516164086e+003	(-3.33987427386726e+001dB,-1.55252569938325e+002°)
8.31763771102658e+003	(-3.37720024515568e+001dB,-1.55773086852955e+002°)
8.51138038202363e+003	(-3.41463186564930e+001dB,-1.56284328101410e+002°)
8.70963589956067e+003	(-3.45216551845941e+001dB,-1.56786360845987e+002°)
8.91250938133731e+003	(-3.48979766709033e+001dB,-1.57279257736203e+002°)
9.12010839355895e+003	(-3.52752485712750e+001dB,-1.57763096542781e+002°)
9.33254300796976e+003	(-3.56534371758305e+001dB,-1.58237959798198e+002°)
9.54992586021421e+003	(-3.60325096191901e+001dB,-1.58703934444899e+002°)
9.77237220955795e+003	(-3.64124338876825e+001dB,-1.59161111492142e+002°)
9.99999999999984e+003	(-3.67931788237348e+001dB,-1.59609585682286e+002°)
1.02329299228074e+004	(-3.71747141276435e+001dB,-1.60049455167222e+002°)
1.04712854805088e+004	(-3.75570103569246e+001dB,-1.60480821195519e+002°)
1.07151930523759e+004	(-3.79400389234355e+001dB,-1.60903787810726e+002°)
1.09647819614317e+004	(-3.83237720884585e+001dB,-1.61318461561194e+002°)
1.12201845430195e+004	(-3.87081829559266e+001dB,-1.61724951221663e+002°)
1.14815362149686e+004	(-3.90932454639675e+001dB,-1.62123367526781e+002°)
1.17489755493951e+004	(-3.94789343749349e+001dB,-1.62513822916639e+002°)
1.20226443461739e+004	(-3.98652252640861e+001dB,-1.62896431294330e+002°)
1.23026877081236e+004	(-4.02520945070593e+001dB,-1.63271307795485e+002°)
1.25892541179415e+004	(-4.06395192662939e+001dB,-1.63638568569675e+002°)
1.28824955169311e+004	(-4.10274774765301e+001dB,-1.63998330573519e+002°)
1.31825673855639e+004	(-4.14159478295158e+001dB,-1.64350711375286e+002°)
1.34896288259163e+004	(-4.18049097580384e+001dB,-1.64695828970767e+002°)
1.38038426460286e+004	(-4.21943434193945e+001dB,-1.65033801610130e+002°)
1.41253754462273e+004	(-4.25842296783992e+001dB,-1.65364747635462e+002°)
1.44543977074590e+004	(-4.29745500900310e+001dB,-1.65688785328683e+002°)
1.47910838816818e+004	(-4.33652868818000e+001dB,-1.66006032769475e+002°)
1.51356124843618e+004	(-4.37564229359202e+001dB,-1.66316607702903e+002°)
1.54881661891246e+004	(-4.41479417713592e+001dB,-1.66620627416333e+002°)
1.58489319246109e+004	(-4.45398275258336e+001dB,-1.66918208625308e+002°)
1.62181009735890e+004	(-4.49320649378092e+001dB,-1.67209467367982e+002°)
1.65958690743753e+004	(-4.53246393285625e+001dB,-1.67494518907764e+002°)
1.69824365246172e+004	(-4.57175365843530e+001dB,-1.67773477643783e+002°)
1.73780082874935e+004	(-4.61107431387488e+001dB,-1.68046457028801e+002°)
1.77827941003889e+004	(-4.65042459551465e+001dB,-1.68313569494233e+002°)
1.81970085860995e+004	(-4.68980325095194e+001dB,-1.68574926381888e+002°)
1.86208713666284e+004	(-4.72920907734242e+001dB,-1.68830637882090e+002°)
1.90546071796321e+004	(-4.76864091972928e+001dB,-1.69080812977853e+002°)
1.94984459975801e+004	(-4.80809766940325e+001dB,-1.69325559394742e+002°)
1.99526231496885e+004	(-4.84757826229525e+001dB,-1.69564983556132e+002°)
2.04173794466949e+004	(-4.88708167740350e+001dB,-1.69799190543529e+002°)
2.08929613085400e+004	(-4.92660693525624e+001dB,-1.70028284061665e+002°)
2.13796208950220e+004	(-4.96615309641131e+001dB,-1.70252366408063e+002°)
2.18776162394952e+004	(-5.00571925999330e+001dB,-1.70471538446811e+002°)
2.23872113856830e+004	(-5.04530456226895e+001dB,-1.70685899586260e+002°)
2.29086765276773e+004	(-5.08490817526125e+001dB,-1.70895547760396e+002°)
2.34422881531988e+004	(-5.12452930540253e+001dB,-1.71100579413655e+002°)
2.39883291901945e+004	(-5.16416719222646e+001dB,-1.71301089488919e+002°)
2.45470891568499e+004	(-5.20382110709920e+001dB,-1.71497171418499e+002°)
2.51188643150954e+004	(-5.24349035198929e+001dB,-1.71688917117881e+002°)
2.57039578276882e+004	(-5.28317425827607e+001dB,-1.71876416982030e+002°)
2.63026799189534e+004	(-5.32287218559633e+001dB,-1.72059759884077e+002°)
2.69153480392687e+004	(-5.36258352072863e+001dB,-1.72239033176192e+002°)
2.75422870333812e+004	(-5.40230767651475e+001dB,-1.72414322692482e+002°)
2.81838293126441e+004	(-5.44204409081773e+001dB,-1.72585712753760e+002°)
2.88403150312656e+004	(-5.48179222551575e+001dB,-1.72753286174016e+002°)
2.95120922666633e+004	(-5.52155156553123e+001dB,-1.72917124268459e+002°)
3.01995172040196e+004	(-5.56132161789434e+001dB,-1.73077306862997e+002°)
3.09029543251354e+004	(-5.60110191084010e+001dB,-1.73233912305020e+002°)
3.16227766016832e+004	(-5.64089199293839e+001dB,-1.73387017475377e+002°)
3.23593656929623e+004	(-5.68069143225588e+001dB,-1.73536697801424e+002°)
3.31131121482585e+004	(-5.72049981554922e+001dB,-1.73683027271050e+002°)
3.38844156139197e+004	(-5.76031674748841e+001dB,-1.73826078447576e+002°)
3.46736850452526e+004	(-5.80014184990971e+001dB,-1.73965922485442e+002°)
3.54813389233569e+004	(-5.83997476109710e+001dB,-1.74102629146584e+002°)
3.63078054770095e+004	(-5.87981513509143e+001dB,-1.74236266817438e+002°)
3.71535229097166e+004	(-5.91966264102646e+001dB,-1.74366902526482e+002°)
3.80189396320554e+004	(-5.95951696249093e+001dB,-1.74494601962260e+002°)
3.89045144994274e+004	(-5.99937779691572e+001dB,-1.74619429491808e+002°)
3.98107170553490e+004	(-6.03924485498544e+001dB,-1.74741448179436e+002°)
4.07380277804105e+004	(-6.07911786007345e+001dB,-1.74860719805806e+002°)
4.16869383470328e+004	(-6.11899654769963e+001dB,-1.74977304887248e+002°)
4.26579518801585e+004	(-6.15888066501010e+001dB,-1.75091262695278e+002°)
4.36515832240158e+004	(-6.19876997027799e+001dB,-1.75202651276261e+002°)
4.46683592150955e+004	(-6.23866423242470e+001dB,-1.75311527471192e+002°)
4.57088189614867e+004	(-6.27856323056073e+001dB,-1.75417946935544e+002°)
4.67735141287190e+004	(-6.31846675354547e+001dB,-1.75521964159155e+002°)
4.78630092322630e+004	(-6.35837459956524e+001dB,-1.75623632486129e+002°)
4.89778819368437e+004	(-6.39828657572880e+001dB,-1.75723004134703e+002°)
5.01187233627263e+004	(-6.43820249767977e+001dB,-1.75820130217073e+002°)
5.12861383991355e+004	(-6.47812218922532e+001dB,-1.75915060759139e+002°)
5.24807460249763e+004	(-6.51804548198040e+001dB,-1.76007844720167e+002°)
5.37031796370243e+004	(-6.55797221502699e+001dB,-1.76098530012311e+002°)
5.49540873857614e+004	(-6.59790223458777e+001dB,-1.76187163520028e+002°)
5.62341325190339e+004	(-6.63783539371364e+001dB,-1.76273791119315e+002°)
5.75439937337146e+004	(-6.67777155198448e+001dB,-1.76358457696794e+002°)
5.88843655355578e+004	(-6.71771057522273e+001dB,-1.76441207168615e+002°)
6.02559586074346e+004	(-6.75765233521920e+001dB,-1.76522082499159e+002°)
6.16595001861471e+004	(-6.79759670947060e+001dB,-1.76601125719541e+002°)
6.30957344480181e+004	(-6.83754358092839e+001dB,-1.76678377945901e+002°)
6.45654229034643e+004	(-6.87749283775839e+001dB,-1.76753879397470e+002°)
6.60693448007584e+004	(-6.91744437311084e+001dB,-1.76827669414406e+002°)
6.76082975391969e+004	(-6.95739808490030e+001dB,-1.76899786475395e+002°)
6.91830970918923e+004	(-6.99735387559517e+001dB,-1.76970268215008e+002°)
7.07945784384124e+004	(-7.03731165201628e+001dB,-1.77039151440813e+002°)
7.24435960074976e+004	(-7.07727132514427e+001dB,-1.77106472150236e+002°)
7.41310241300903e+004	(-7.11723280993534e+001dB,-1.77172265547166e+002°)
7.58577575029169e+004	(-7.15719602514502e+001dB,-1.77236566058303e+002°)
7.76247116628677e+004	(-7.19716089315967e+001dB,-1.77299407349250e+002°)
7.94328234724266e+004	(-7.23712733983531e+001dB,-1.77360822340340e+002°)
8.12830516164084e+004	(-7.27709529434353e+001dB,-1.77420843222207e+002°)
8.31763771102655e+004	(-7.31706468902415e+001dB,-1.77479501471088e+002°)
8.51138038202360e+004	(-7.35703545924433e+001dB,-1.77536827863869e+002°)
8.70963589956064e+004	(-7.39700754326388e+001dB,-1.77592852492865e+002°)
8.91250938133728e+004	(-7.43698088210652e+001dB,-1.77647604780341e+002°)
9.12010839355892e+004	(-7.47695541943679e+001dB,-1.77701113492775e+002°)
9.33254300796973e+004	(-7.51693110144236e+001dB,-1.77753406754853e+002°)
9.54992586021417e+004	(-7.55690787672155e+001dB,-1.77804512063220e+002°)
9.77237220955792e+004	(-7.59688569617588e+001dB,-1.77854456299963e+002°)
9.99999999999980e+004	(-7.63686451290722e+001dB,-1.77903265745848e+002°)
1.02329299228073e+005	(-7.67684428211970e+001dB,-1.77950966093306e+002°)
1.04712854805088e+005	(-7.71682496102571e+001dB,-1.77997582459163e+002°)
1.07151930523759e+005	(-7.75680650875634e+001dB,-1.78043139397131e+002°)
1.09647819614316e+005	(-7.79678888627552e+001dB,-1.78087660910054e+002°)
1.12201845430194e+005	(-7.83677205629820e+001dB,-1.78131170461911e+002°)
1.14815362149686e+005	(-7.87675598321201e+001dB,-1.78173690989583e+002°)
1.17489755493951e+005	(-7.91674063300246e+001dB,-1.78215244914384e+002°)
1.20226443461739e+005	(-7.95672597318147e+001dB,-1.78255854153361e+002°)
1.23026877081236e+005	(-7.99671197271905e+001dB,-1.78295540130371e+002°)
1.25892541179414e+005	(-8.03669860197805e+001dB,-1.78334323786921e+002°)
1.28824955169311e+005	(-8.07668583265179e+001dB,-1.78372225592796e+002°)
1.31825673855638e+005	(-8.11667363770448e+001dB,-1.78409265556469e+002°)
1.34896288259163e+005	(-8.15666199131432e+001dB,-1.78445463235289e+002°)
1.38038426460286e+005	(-8.19665086881905e+001dB,-1.78480837745465e+002°)
1.41253754462273e+005	(-8.23664024666407e+001dB,-1.78515407771835e+002°)
1.44543977074590e+005	(-8.27663010235272e+001dB,-1.78549191577437e+002°)
1.47910838816818e+005	(-8.31662041439892e+001dB,-1.78582207012876e+002°)
1.51356124843618e+005	(-8.35661116228181e+001dB,-1.78614471525491e+002°)
1.54881661891245e+005	(-8.39660232640249e+001dB,-1.78646002168333e+002°)
1.58489319246108e+005	(-8.43659388804265e+001dB,-1.78676815608946e+002°)
1.62181009735890e+005	(-8.47658582932510e+001dB,-1.78706928137969e+002°)
1.65958690743753e+005	(-8.51657813317601e+001dB,-1.78736355677546e+002°)
1.69824365246171e+005	(-8.55657078328885e+001dB,-1.78765113789558e+002°)
1.73780082874934e+005	(-8.59656376408998e+001dB,-1.78793217683682e+002°)
1.77827941003889e+005	(-8.63655706070575e+001dB,-1.78820682225272e+002°)
1.81970085860995e+005	(-8.67655065893109e+001dB,-1.78847521943070e+002°)
1.86208713666283e+005	(-8.71654454519945e+001dB,-1.78873751036750e+002°)
1.90546071796321e+005	(-8.75653870655418e+001dB,-1.78899383384300e+002°)
1.94984459975800e+005	(-8.79653313062111e+001dB,-1.78924432549242e+002°)
1.99526231496884e+005	(-8.83652780558241e+001dB,-1.78948911787693e+002°)
2.04173794466949e+005	(-8.87652272015161e+001dB,-1.78972834055276e+002°)
2.08929613085400e+005	(-8.91651786354970e+001dB,-1.78996212013871e+002°)
2.13796208950219e+005	(-8.95651322548237e+001dB,-1.79019058038231e+002°)
2.18776162394951e+005	(-8.99650879611821e+001dB,-1.79041384222439e+002°)
2.23872113856829e+005	(-9.03650456606791e+001dB,-1.79063202386234e+002°)
2.29086765276772e+005	(-9.07650052636444e+001dB,-1.79084524081188e+002°)
2.34422881531987e+005	(-9.11649666844400e+001dB,-1.79105360596755e+002°)
2.39883291901944e+005	(-9.15649298412798e+001dB,-1.79125722966178e+002°)
2.45470891568498e+005	(-9.19648946560556e+001dB,-1.79145621972275e+002°)
2.51188643150953e+005	(-9.23648610541728e+001dB,-1.79165068153088e+002°)
2.57039578276881e+005	(-9.27648289643916e+001dB,-1.79184071807411e+002°)
2.63026799189533e+005	(-9.31647983186766e+001dB,-1.79202643000193e+002°)
2.69153480392686e+005	(-9.35647690520528e+001dB,-1.79220791567824e+002°)
2.75422870333811e+005	(-9.39647411024679e+001dB,-1.79238527123299e+002°)
2.81838293126439e+005	(-9.43647144106609e+001dB,-1.79255859061271e+002°)
2.88403150312654e+005	(-9.47646889200365e+001dB,-1.79272796562987e+002°)
2.95120922666632e+005	(-9.51646645765455e+001dB,-1.79289348601118e+002°)
3.01995172040195e+005	(-9.55646413285702e+001dB,-1.79305523944481e+002°)
3.09029543251352e+005	(-9.59646191268150e+001dB,-1.79321331162648e+002°)
3.16227766016831e+005	(-9.63645979242020e+001dB,-1.79336778630463e+002°)
3.23593656929621e+005	(-9.67645776757713e+001dB,-1.79351874532447e+002°)
3.31131121482584e+005	(-9.71645583385858e+001dB,-1.79366626867114e+002°)
3.38844156139195e+005	(-9.75645398716401e+001dB,-1.79381043451182e+002°)
3.46736850452524e+005	(-9.79645222357736e+001dB,-1.79395131923696e+002°)
3.54813389233568e+005	(-9.83645053935880e+001dB,-1.79408899750051e+002°)
3.63078054770093e+005	(-9.87644893093672e+001dB,-1.79422354225934e+002°)
3.71535229097164e+005	(-9.91644739490024e+001dB,-1.79435502481167e+002°)
3.80189396320553e+005	(-9.95644592799194e+001dB,-1.79448351483474e+002°)
3.89045144994272e+005	(-9.99644452710096e+001dB,-1.79460908042152e+002°)
3.98107170553488e+005	(-1.00364431892564e+002dB,-1.79473178811671e+002°)
4.07380277804104e+005	(-1.00764419116211e+002dB,-1.79485170295184e+002°)
4.16869383470326e+005	(-1.01164406914855e+002dB,-1.79496888847959e+002°)
4.26579518801583e+005	(-1.01564395262620e+002dB,-1.79508340680740e+002°)
4.36515832240156e+005	(-1.01964384134794e+002dB,-1.79519531863024e+002°)
4.46683592150953e+005	(-1.02364373507777e+002dB,-1.79530468326269e+002°)
4.57088189614865e+005	(-1.02764363359032e+002dB,-1.79541155867030e+002°)
4.67735141287188e+005	(-1.03164353667034e+002dB,-1.79551600150017e+002°)
4.78630092322628e+005	(-1.03564344411229e+002dB,-1.79561806711095e+002°)
4.89778819368435e+005	(-1.03964335571985e+002dB,-1.79571780960208e+002°)
5.01187233627261e+005	(-1.04364327130557e+002dB,-1.79581528184237e+002°)
5.12861383991353e+005	(-1.04764319069042e+002dB,-1.79591053549802e+002°)
5.24807460249761e+005	(-1.05164311370341e+002dB,-1.79600362105985e+002°)
5.37031796370241e+005	(-1.05564304018126e+002dB,-1.79609458787010e+002°)
5.49540873857612e+005	(-1.05964296996805e+002dB,-1.79618348414847e+002°)
5.62341325190336e+005	(-1.06364290291484e+002dB,-1.79627035701763e+002°)
5.75439937337144e+005	(-1.06764283887944e+002dB,-1.79635525252818e+002°)
5.88843655355575e+005	(-1.07164277772602e+002dB,-1.79643821568301e+002°)
6.02559586074344e+005	(-1.07564271932488e+002dB,-1.79651929046108e+002°)
6.16595001861468e+005	(-1.07964266355216e+002dB,-1.79659851984076e+002°)
6.30957344480179e+005	(-1.08364261028956e+002dB,-1.79667594582250e+002°)
6.45654229034641e+005	(-1.08764255942411e+002dB,-1.79675160945112e+002°)
6.60693448007581e+005	(-1.09164251084793e+002dB,-1.79682555083751e+002°)
6.76082975391966e+005	(-1.09564246445799e+002dB,-1.79689780917987e+002°)
6.91830970918920e+005	(-1.09964242015589e+002dB,-1.79696842278445e+002°)
7.07945784384122e+005	(-1.10364237784768e+002dB,-1.79703742908586e+002°)
7.24435960074973e+005	(-1.10764233744362e+002dB,-1.79710486466687e+002°)
7.41310241300900e+005	(-1.11164229885800e+002dB,-1.79717076527779e+002°)
7.58577575029166e+005	(-1.11564226200899e+002dB,-1.79723516585538e+002°)
7.76247116628674e+005	(-1.11964222681844e+002dB,-1.79729810054139e+002°)
7.94328234724263e+005	(-1.12364219321169e+002dB,-1.79735960270061e+002°)
8.12830516164080e+005	(-1.12764216111747e+002dB,-1.79741970493855e+002°)
8.31763771102652e+005	(-1.13164213046771e+002dB,-1.79747843911874e+002°)
8.51138038202357e+005	(-1.13564210119740e+002dB,-1.79753583637954e+002°)
8.70963589956060e+005	(-1.13964207324445e+002dB,-1.79759192715071e+002°)
8.91250938133725e+005	(-1.14364204654957e+002dB,-1.79764674116947e+002°)
9.12010839355888e+005	(-1.14764202105615e+002dB,-1.79770030749630e+002°)
9.33254300796969e+005	(-1.15164199671011e+002dB,-1.79775265453029e+002°)
